t,x1,y1,x2,y2,x3,y3
1.0319152160804019,-0.5205013966286502,-0.3658144909374142,0.1621099729028681,0.3906412380688223,0.3534803694725738,-0.0287791854834276
1.0605795276381911,-0.5061458420563092,-0.3819638157269235,0.1449375493006987,0.3937924574531360,0.3610062819571789,-0.0118749578625537
1.0892438391959800,-0.4972776063245961,-0.3975231078203325,0.1242481100601675,0.3926391026287535,0.3706433784746535,0.0017547032928658
1.1179081507537687,-0.4839289391031263,-0.4150674560269972,0.1073497559644278,0.3971259746791503,0.3790380394991110,0.0158710766214544
1.1465724623115576,-0.4702699686071773,-0.4254911405122741,0.0859455404892222,0.3952113336290058,0.3843776967634119,0.0337975357429687
1.1752367738693468,-0.4512575357739552,-0.4433535158788465,0.0644088777142470,0.3916567006045842,0.3882709593305659,0.0493260617777798
1.2039010854271357,-0.4407421451024210,-0.4572579328658525,0.0477447957538084,0.3865995087374522,0.3923679562827481,0.0688719072043275
1.2325653969849246,-0.4252496824172607,-0.4710757510907087,0.0289144153438245,0.3829784969929428,0.3949497124282057,0.0901283904386935
1.2612297085427135,-0.4074952892089747,-0.4853550295707814,0.0103353957008145,0.3750178842207607,0.3943579998267850,0.1082482147321893
1.2898940201005027,-0.3934574151765778,-0.4967693337513243,-0.0039589803699083,0.3676505233983304,0.3955692147365455,0.1299294221117338
1.3185583316582914,-0.3747913390608404,-0.5128255818855519,-0.0148419753443901,0.3611822360573664,0.3936408353952591,0.1526321248670362
1.3472226432160803,-0.3606363377401348,-0.5230035465584723,-0.0312725656002072,0.3531744558772898,0.3899948767057251,0.1714311146142712
1.3758869547738695,-0.3447219394775338,-0.5358942388046294,-0.0419833014703198,0.3414795654731930,0.3855753749159103,0.1919783029852669
1.4045512663316582,-0.3264930690988356,-0.5458326247532689,-0.0518779311696621,0.3290930913035816,0.3792623766563468,0.2140924858331103
