t,x1,y1,x2,y2,x3,y3
0.0000000000000000,-0.5547950979976223,0.3116847112858662,0.2314222691089732,-0.3761856060221919,0.3226752782636004,0.0579379400573618
0.0286643115577889,-0.5621235576625092,0.2957083278299596,0.2537507257226796,-0.3623897880650461,0.3112143739483079,0.0651067436668257
0.0573286231155779,-0.5732368803356076,0.2810989582729242,0.2747342179083122,-0.3529960458567989,0.2973060903476890,0.0767034546480043
0.0859929346733668,-0.5826656938742348,0.2600642385170033,0.2998550898802837,-0.3384464910140046,0.2874683163396487,0.0815971171301997
0.1146572462311558,-0.5934675458454035,0.2410231221042787,0.3196484017318914,-0.3243853078126383,0.2713788742955021,0.0868465761378001
0.1433215577889447,-0.6001606334391774,0.2242277067586642,0.3411954835828996,-0.3101694840456126,0.2579686226831501,0.0870297608153871
0.1719858693467337,-0.6078606868768084,0.2052194151308983,0.3632009155689225,-0.2951856667104359,0.2425682202620427,0.0846357131553022
0.2006501809045226,-0.6130496035997356,0.1837118236965410,0.3819709034568182,-0.2726267367293936,0.2310148043214912,0.0850513836697286
0.2293144924623116,-0.6176613488844588,0.1639847420841651,0.4026503119263278,-0.2485575294617925,0.2159390091523130,0.0817597633584374
0.2579788040201005,-0.6220204078743939,0.1452872627994510,0.4204326629987507,-0.2267458256418373,0.2052905601839699,0.0788506327366378
0.2866431155778894,-0.6291982870036071,0.1305159232195095,0.4331912806975291,-0.2012771101074456,0.1928306523719241,0.0741654460769330
0.3153074271356784,-0.6347174976412058,0.1089900192510163,0.4529187415050525,-0.1740151599494878,0.1826589008928448,0.0649916695300118
0.3439717386934674,-0.6374317489320864,0.0868891660525806,0.4654695853372033,-0.1421572540879123,0.1732816954784240,0.0563893264020145
0.3726360502512563,-0.6396361428382826,0.0691018377551925,0.4753979293799365,-0.1134053248926910,0.1663761675479358,0.0452997424389248
0.4013003618090452,-0.6411325222271131,0.0494261359697076,0.4829097879739738,-0.0836364108831311,0.1571163124314010,0.0344178621408816
0.4299646733668341,-0.6420913489265083,0.0293443415511696,0.4869962374111607,-0.0479056319402290,0.1543448335213977,0.0214465861498019
0.4586289849246231,-0.6434350337629257,0.0093369134799078,0.4901208635218762,-0.0196053817986651,0.1521688341539763,0.0074452200449618
0.4872932964824121,-0.6423256679199442,-0.0094531504784448,0.4882335208744284,0.0146699180682597,0.1524330510419002,-0.0076206307351888
0.5159576080402010,-0.6450947648461488,-0.0297697120849662,0.4873286632113213,0.0491352770375613,0.1559391893640245,-0.0184039799977055
0.5446219195979900,-0.6428750262398151,-0.0505290242781488,0.4831922710503282,0.0805866591278047,0.1595195367359957,-0.0336514144341201
0.5732862311557788,-0.6397446143663220,-0.0644376049921269,0.4761529629572166,0.1133941160679871,0.1660536350270631,-0.0429650644656263
0.6019505427135678,-0.6355219331391966,-0.0874853433674305,0.4649529155520934,0.1426428964321005,0.1720910935821505,-0.0565612118446348
0.6306148542713568,-0.6345665103822222,-0.1083748054870215,0.4517387779543661,0.1719834082110479,0.1817592214247875,-0.0671023534503349
0.6592791658291457,-0.6303124936726022,-0.1274287641910800,0.4354344298494403,0.2002809059711176,0.1912941278322329,-0.0741175438170786
0.6879434773869347,-0.6256835773516961,-0.1481943350316685,0.4189602879651554,0.2278661118811159,0.2040773644455355,-0.0812485800875000
0.7166077889447237,-0.6184508195698674,-0.1660621603057116,0.4042656365505338,0.2478288152272542,0.2154206700842164,-0.0848341309030865
0.7452721005025126,-0.6166832342953866,-0.1845895196357711,0.3829759134752861,0.2724554976791961,0.2294495674783673,-0.0862025649506540
0.7739364120603014,-0.6088354585110923,-0.2010914690853226,0.3674244052148530,0.2908960692143925,0.2439389853216737,-0.0876735095961319
0.8026007236180904,-0.5987924262323553,-0.2206143587921621,0.3413335658752782,0.3096951626994520,0.2581750704050568,-0.0890669640836497
0.8312650351758794,-0.5915061454922336,-0.2419103123025971,0.3220039000913689,0.3265533478179596,0.2696164637694404,-0.0837580428439147
0.8599293467336683,-0.5840691894850432,-0.2602767568817947,0.2995783533792581,0.3406993717674368,0.2825490866800824,-0.0794394468764289
0.8885936582914573,-0.5748858272537745,-0.2766025334358792,0.2774572106412603,0.3559037214232239,0.2982906882130753,-0.0764898025313250
0.9172579698492462,-0.5660615594279170,-0.2949161400491691,0.2537210423268411,0.3613893750572671,0.3121105459133539,-0.0698392823290424
0.9459222814070352,-0.5527941308296808,-0.3136355126178410,0.2329808539473424,0.3721211092692407,0.3193903845675188,-0.0611602587621547
0.9745865929648242,-0.5428724402958708,-0.3315147163953718,0.2111536993319921,0.3804359624902212,0.3339933618018275,-0.0505476897167222
1.0032509045226130,-0.5327885770002392,-0.3468933616807205,0.1897674682241588,0.3859688174587046,0.3431183942148978,-0.0381370863979519
